"","GTEX.1117F.0011.R4b.SM.GI4VM","GTEX.111FC.0011.R4a.SM.GIN8K","GTEX.117XS.0011.R4b.SM.GJ3PR","GTEX.11DXY.0011.R4b.SM.GI4VR","GTEX.11DYG.0011.R4b.SM.GJ3RG","GTEX.11GS4.0011.R4a.SM.GJ3RJ","GTEX.11GSO.0011.R4b.SM.GJ3R8","GTEX.11NUK.0011.R4a.SM.DO12B","GTEX.11NV4.0011.R4a.SM.GI4XC","GTEX.11OF3.0011.R4a.SM.GJ3RB","GTEX.11ONC.0011.R4b.SM.DO93H","GTEX.11PRG.0011.R4a.SM.DNZZR","GTEX.11TTK.0011.R4a.SM.DNZZU","GTEX.11ZTS.0011.R4b.SM.GINAQ","GTEX.11ZU8.0011.R4a.SM.5BC6Y","GTEX.11ZVC.0011.R4a.SM.5BC6Z","GTEX.12WSA.0011.R4a.SM.57WB7","GTEX.12WSC.0011.R4a.SM.H6Q8M","GTEX.12WSD.0011.R4b.SM.5LZUA","GTEX.12WSF.0011.R4b.SM.5HL88","GTEX.12WSH.0011.R4a.SM.5GU6K","GTEX.12ZZW.0011.R4a.SM.5DUX9","GTEX.12ZZY.0011.R4a.SM.GIN9F","GTEX.12ZZZ.0011.R4b.SM.5DUV7","GTEX.13112.0011.R4b.SM.5DUXL","GTEX.1313W.0011.R4b.SM.5KLZV","GTEX.131XH.0011.R4b.SM.5DUWB","GTEX.131YS.0011.R4a.SM.5DUVL","GTEX.1399T.0011.R4b.SM.5DUVX","GTEX.139T8.0011.R4a.SM.5HL54","GTEX.13CZV.0011.R4b.SM.5J2NY","GTEX.13FHO.0011.R4b.SM.H6611","GTEX.13FLV.0011.R4a.SM.5LZYU","GTEX.13JVG.0011.R4a.SM.5MR4C","GTEX.13N1W.0011.R4a.SM.5MR52","GTEX.13N2G.0011.R4b.SM.5MR54","GTEX.13NYB.0011.R4b.SM.9QEGJ","GTEX.13NYS.0011.R4b.SM.5MR3O","GTEX.13O3O.0011.R4b.SM.5KM3F","GTEX.13O3Q.0011.R4a.SM.5P9H2","GTEX.13OVH.0011.R4a.SM.5KM3W","GTEX.13OVJ.0011.R4b.SM.5P9H5","GTEX.13OVL.0011.R4b.SM.5L3HV","GTEX.13OW5.0011.R4b.SM.5L3HS","GTEX.13OW6.0011.R4a.SM.5O9DX","GTEX.13OW7.0011.R4b.SM.5O9CX","GTEX.13OW8.0011.R4a.SM.9WG6V","GTEX.13PLJ.0011.R4b.SM.GJ3R6","GTEX.13PVQ.0011.R4a.SM.5O9CT","GTEX.13QIC.0011.R4a.SM.5PNX8","GTEX.13QJC.0011.R4a.SM.H65ZP","GTEX.13RTJ.0011.R4b.SM.5PNX1","GTEX.13SLW.0011.R4b.SM.5S2W2","GTEX.13SLX.0011.R4a.SM.5O9BJ","GTEX.13VXU.0011.R4b.SM.5O9CI","GTEX.13X6I.0011.R4b.SM.5PNU9","GTEX.13X6J.0011.R4b.SM.5P9K4","GTEX.13X6K.0011.R4b.SM.5P9HO","GTEX.1445S.0011.R4a.SM.5PNWN","GTEX.144GL.0011.R4a.SM.5PNUI","GTEX.145LS.0011.R4b.SM.5S2UT","GTEX.145LU.0011.R4b.SM.5P9K1","GTEX.147F4.0011.R4b.SM.GJ3R4","GTEX.147GR.0011.R4a.SM.5S2V2","GTEX.14ABY.0011.R4b.SM.5S2VN","GTEX.14ASI.0011.R4a.SM.69LQ4","GTEX.14BIM.0011.R4b.SM.5S2RK","GTEX.14BMV.0011.R4a.SM.H6Q7P","GTEX.14C5O.0011.R4b.SM.G9ERF","GTEX.14DAQ.0011.R4a.SM.5YYAI","GTEX.14E7W.0011.R4b.SM.62LEA","GTEX.14JFF.0011.R4a.SM.5ZZV5","GTEX.14JG1.0011.R4b.SM.62LEB","GTEX.14JIY.0011.R4b.SM.5ZZV7","GTEX.14PJM.0011.R4a.SM.5YYAS","GTEX.14PN4.0011.R4a.SM.686ZT","GTEX.14PQA.0011.R4b.SM.6AJBU","GTEX.15CHQ.0011.R4a.SM.686ZX","GTEX.15DCD.0011.R4a.SM.69LPB","GTEX.15DYW.0011.R4a.SM.6M46V","GTEX.15EO6.0011.R4a.SM.7KUKZ","GTEX.15ER7.0011.R4a.SM.6M46S","GTEX.15RJE.0011.R4a.SM.H7OH4","GTEX.15SHU.0011.R4b.SM.7IGLC","GTEX.16YQH.0011.R4a.SM.7EPGI","GTEX.17EVP.0011.R4a.SM.79OML","GTEX.17EVQ.0011.R4b.SM.7LT94","GTEX.17F97.0011.R4b.SM.7KFS2","GTEX.17HG3.0011.R4a.SM.7IGLL","GTEX.1A3MX.0011.R4b.SM.7EWFK","GTEX.1AX9I.0011.R4b.SM.7EPIB","GTEX.1B8L1.0011.R4a.SM.7EWFJ","GTEX.1B996.0011.R4b.SM.9OSVO","GTEX.1C6VR.0011.R4b.SM.9QEGZ","GTEX.1C6WA.0011.R4a.SM.9QEH2","GTEX.1CB4G.0011.R4b.SM.CJI28","GTEX.1E1VI.0011.R4b.SM.9QEHV","GTEX.1EMGI.0011.R4b.SM.CJI2D","GTEX.1EX96.0011.R4a.SM.ARU82","GTEX.1F48J.0011.R4b.SM.9OSVX","GTEX.1F6IF.0011.R4b.SM.CKZNJ","GTEX.1F75A.0011.R4a.SM.ARL8J","GTEX.1F7RK.0011.R4b.SM.9QEI7","GTEX.1GF9W.0011.R4a.SM.CE6RH","GTEX.1GMR8.0011.R4a.SM.9OSX1","GTEX.1GN73.0011.R4b.SM.9QEIK","GTEX.1GTWX.0011.R4a.SM.C1YQI","GTEX.1GZ4I.0011.R4a.SM.9QEI9","GTEX.1H1DG.0011.R4a.SM.CE6RQ","GTEX.1H1ZS.0011.R4b.SM.CKZO7","GTEX.1H23P.0011.R4b.SM.CL54R","GTEX.1H3NZ.0011.R4a.SM.CL54T","GTEX.1H3O1.0011.R4b.SM.A9SKE","GTEX.1HB9E.0011.R4b.SM.ARZLS","GTEX.1HBPH.0011.R4a.SM.A96RX","GTEX.1HBPI.0011.R4a.SM.CJI3K","GTEX.1HCU6.0011.R4b.SM.ARU74","GTEX.1HFI6.0011.R4b.SM.A96RT","GTEX.1I1GR.0011.R4a.SM.CMKHC","GTEX.1ICLZ.0011.R4a.SM.CMKHL","GTEX.1IY9M.0011.R4a.SM.C1YQ2","GTEX.1J1OQ.0011.R4a.SM.D4P2A","GTEX.1J8EW.0011.R4b.SM.ARU89","GTEX.1J8Q2.0011.R4a.SM.ADEHA","GTEX.1JJ6O.0011.R4a.SM.EY5YM","GTEX.1JMLX.0011.R4a.SM.EY5YJ","GTEX.1JMOU.0011.R4b.SM.EY5ZL","GTEX.1JMQJ.0011.R4b.SM.EXUT8","GTEX.1JMQK.0011.R4a.SM.G8LLQ","GTEX.1JN1M.0011.R4b.SM.F6494","GTEX.1KWVE.0011.R4a.SM.F3K5X","GTEX.1LB8K.0011.R4b.SM.F6487","GTEX.1LH75.0011.R4a.SM.F2TAM","GTEX.1LKK1.0011.R4b.SM.EY5YA","GTEX.1LSVX.0011.R4b.SM.EXURP","GTEX.1LVA9.0011.R4a.SM.F2TA2","GTEX.1LVAO.0011.R4a.SM.EXURO","GTEX.1MJK2.0011.R4a.SM.F3426","GTEX.1N2DW.0011.R4b.SM.EZ6MD","GTEX.1N2EE.0011.R4a.SM.EXOII","GTEX.1N2EF.0011.R4a.SM.F341F","GTEX.1NV8Z.0011.R4b.SM.G8LMZ","GTEX.1O9I2.0011.R4b.SM.F3K4K","GTEX.1OJC4.0011.R4a.SM.F3K54","GTEX.1P4AB.0011.R4b.SM.F2T9S","GTEX.1PIIG.0011.R4a.SM.F2TAQ","GTEX.1POEN.0011.R4b.SM.F3K4O","GTEX.1PPGY.0011.R4a.SM.F3K4F","GTEX.1PWST.0011.R4a.SM.F2T9X","GTEX.1QMI2.0011.R4b.SM.F3K4R","GTEX.1QP6S.0011.R4b.SM.F33ZY","GTEX.1R46S.0011.R4b.SM.F2TBF","GTEX.1RDX4.0011.R4b.SM.F3K43","GTEX.1RLM8.0011.R4a.SM.F2TBL","GTEX.1RQEC.0011.R4b.SM.F342C","GTEX.1RQED.0011.R4b.SM.F2I2X","GTEX.N7MT.0011.R4a.SM.2I3G9","GTEX.NL4W.0011.R4a.SM.2I5GZ","GTEX.NPJ7.0011.R4a.SM.2I3GJ","GTEX.NPJ8.0011.R4a.SM.2HML3","GTEX.OHPN.0011.R4A.SM.2I5FD","GTEX.PVOW.0011.R4A.SM.H6Q8O","GTEX.Q2AG.0011.R4A.SM.2HMKA","GTEX.QVJO.0011.R4A.SM.2S1QL","GTEX.QVUS.0011.R4A.SM.3GAE7","GTEX.RNOR.0011.R4A.SM.3GAD3","GTEX.S7SE.0011.R4A.SM.2XCDB","GTEX.TSE9.0011.R4A.SM.3DB7H","GTEX.WHSE.0011.R4A.SM.3P5ZN","GTEX.WVLH.0011.R4A.SM.3MJFS","GTEX.WZTO.0011.R4A.SM.3NMC7","GTEX.X4XX.0011.R4B.SM.46MWL","GTEX.X585.0011.R4B.SM.46MVH","GTEX.XLM4.0011.R4B.SM.4AT5C","GTEX.YFC4.0011.R4a.SM.4RGLQ","GTEX.ZAB4.0011.R4a.SM.4SOKB","GTEX.ZAK1.0011.R4a.SM.6AJBK","GTEX.ZVZQ.0011.R4b.SM.57WCZ","GTEX.ZYY3.0011.R4a.SM.GQ1CY","GTEX.ZZPT.0011.R4a.SM.GPRX4"
"11",9.08549,35.678,41.0922,51.6713,19.9603,21.041,11.2792,18.5725,16.9641,18.3255,12.5386,25.9843,9.63065,4.43802,4.03251,2.5287,2.70858,14.2146,22.3443,17.9074,12.9438,4.70862,39.2291,4.69497,16.8441,27.6689,43.5649,28.2194,12.1812,6.9338,5.54861,14.9692,10.3769,5.62296,41.6826,32.9952,18.6755,9.79741,33.8362,40.9733,8.58595,5.21114,5.16874,13.3648,7.34821,5.64287,6.87442,1.63715,5.52324,12.0574,7.47947,16.0764,5.24687,12.0624,28.9349,24.3298,18.756,25.9439,4.39702,4.39471,27.6726,4.59202,14.3487,6.18697,22.29,22.8098,36.7869,109.94,21.0836,12.482,31.1941,5.46889,25.2347,37.3151,17.9729,16.4295,11.6467,24.3676,13.8092,33.6488,25.3325,18.473,30.257,47.4306,37.4414,46.741,4.13666,7.95986,35.5607,25.5694,65.284,45.9023,24.892,8.62834,23.6994,10.4643,15.2783,33.4071,5.22247,44.8613,14.9859,21.887,31.6389,8.39784,11.234,36.5653,16.5542,7.56583,6.949,14.9555,2.59178,47.9021,11.3587,23.8672,21.9799,14.5774,59.2886,59.0088,11.9791,25.2949,49.9634,8.77719,2.24455,7.0222,20.9999,20.8536,38.1312,44.8641,6.61298,2.46407,12.9714,3.30405,18.344,7.83969,23.3635,9.35372,19.8815,8.54372,8.72983,14.4406,66.7635,5.94173,36.4727,45.8703,25.2057,30.4296,22.0359,28.5947,30.0316,22.583,9.23737,3.08859,12.1825,1.13326,38.7512,3.13194,12.7839,13.7505,22.3743,9.83946,3.87788,19.2149,64.5189,39.9206,18.7757,20.5731,27.4245,33.8304,23.2012,28.3962,59.2619,17.6349,34.9265,53.46,31.8779,30.6676,16.8326,21.4347,4.52216,10.4167
"12",0.015365,0,0,0,0,0,0,0.036103,0,0,0,0.016231,0,0,0,0,0,0,0.088204,0,0.150434,0,0,0,0.043095,0,0,0,0,0.041393,0,0.079903,0,0,0,0.048449,0,0.03116,0,0.057241,0,0,0,0.02325,0.026984,0,0.037739,0.016715,0.028462,0.017634,0,0,0,0,0,0.053159,0,0.013207,0,0,0.087248,0,0.040297,0,0,0,0.086989,0.039263,0,0,0.025281,0,0,0,0,0.0239,0.040393,0.023209,0,0,0,0,0.042135,0.020987,0,0.030341,0,0,0,0,0.044729,0,0,0,0.017673,0,0,0.062817,0,0,0,0.055158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044126,0,0,0,0,0,0.021719,0.149734,0,0,0,0.037021,0,0,0,0,0,0,0,0.014036,0,0,0.031449,0,0,0,0,0,0,0,0.021517,0,0.026725,0.050533,0,0,0.026154,0.034064,0,0,0,0,0,0.024529,0,0,0.050185,0.198375,0.021462,0.010577,0.020188,0,0,0,0.061457,0,0.059224,0,0,0
"13",0.529231,0,0,0,0,0.349103,0,0,0,0.351469,0,0,0,0,0,0,0,0,0,0,0,0.442959,0.435964,0.684768,0,0,0,0,0,0,0,0,0,0,0,0.417203,0,0,0,0,0,0,0,0.400408,0.232362,0,0,0.287875,0,0,0.371305,0,0.225386,0,0,0,0,0.22746,0,0,0.375653,0,0,0,0,0,0,0,0.364264,0,0,0,0,0,0.543222,0,0,0,0,0.501264,0.621012,0,0.725659,0,0,0,0.206447,0.65975,0,0,0,0,0,0,0,0,0,0,0,0.820269,0,0,0,0,0,0,0,0,0,0.449496,0,1.2784,0,0,0,0.333664,0.397542,0,0.24525,0,0.379973,0.737237,0,0,0,0.322132,0,0,0,0,0,0,0.551339,0,0,0,0,0,0,0,0,0,2.16647,0,0,0,0,0,0.58981,0.613125,0,0,0,0.435145,0,0,0,0,0,0,0.512011,0,0,0,0,0,0,0,0,0,0.347678,0,0.595232,0,0,0,0,0,0.390292,1.4923
"14",52.7037,46.9031,49.5046,102.903,19.1996,86.5335,100.138,78.5178,88.5642,89.675,79.2148,51.3039,110.33,34.6034,29.6811,65.3403,25.1524,58.7042,76.4816,48.064,52.375,67.4728,125.739,15.6177,55.0495,70.6416,82.7787,99.5091,28.656,44.2811,39.425,115.677,133.881,45.2766,68.9612,97.4312,108.844,122.472,73.4902,65.3943,26.6499,192.63,43.067,104.673,27.7803,50.6386,110.374,32.3212,21.8644,134.644,33.8041,111.924,67.7707,63.5517,87.3042,29.907,62.802,110.217,54.6406,15.1527,59.969,19.2389,70.6246,57.5933,143.072,34.0774,65.2403,67.5102,189.387,13.8203,85.4341,42.5058,41.5863,71.0271,38.8207,102.51,61.4621,78.9447,81.1941,57.7923,96.3739,52.7367,116.662,125.312,118.11,79.3176,2.79794,23.729,81.6474,117.577,75.2127,84.68,101.012,81.7517,31.7029,41.2478,25.4505,130.433,44.7349,83.2762,88.0128,99.1353,70.5811,18.7521,61.1828,117.013,107.026,31.7747,28.6116,157.356,76.2301,38.2401,72.1406,145.426,29.7548,78.0238,11.602,78.7741,45.2289,49.4521,70.021,185.709,51.3946,57.3971,96.8062,89.0564,176.289,90.6493,56.9432,114.066,96.748,84.8728,227.514,86.8656,95.3608,69.8575,66.3632,66.2752,70.5752,38.0037,93.0366,3.31805,164.129,99.7937,68.9477,140.298,110.94,78.5961,234.662,93.5586,72.5062,24.0194,82.3843,102.924,49.4946,4.40918,39.8486,43.0266,59.8639,81.1528,20.992,92.1913,65.5003,106.24,113.891,87.0866,83.1229,70.2875,131.392,80.4615,76.895,13.0944,47.5427,113.056,64.5803,31.3241,124.813,48.2088,93.2824,122.453
"15",5.55674,8.36621,10.5053,12.3068,6.02425,8.57829,7.90291,7.9549,6.59092,9.94029,7.12282,9.3328,10.8962,2.37782,1.49963,5.02057,5.08038,5.83595,10.6665,8.0275,4.67496,5.12876,11.2021,3.44951,7.24215,9.42404,14.8578,14.1542,5.33857,6.87956,5.32607,11.0565,7.24483,4.87854,12.282,19.2937,6.84192,13.8545,11.7823,11.2666,5.10136,12.0873,5.17854,20.147,5.60306,4.31326,7.05589,2.61648,5.02471,7.47132,6.9018,14.0317,9.43947,7.43439,11.0026,10.8639,8.28607,12.9949,6.0234,4.4139,13.4701,4.21069,7.3681,3.54589,11.9461,10.6344,9.43842,17.4938,13.773,7.11667,6.71588,2.13868,3.58043,9.57696,7.44575,10.3593,8.24129,13.1583,9.48489,14.7543,12.0405,9.39825,8.24966,9.72127,9.68155,11.0391,2.45079,4.25418,6.85817,15.859,19.1472,11.3544,13.1722,5.25754,4.85826,4.93548,4.9176,12.3042,3.95093,12.2481,7.74253,7.11306,7.5716,4.60879,6.65781,13.6202,9.19259,4.42634,5.10956,14.3012,6.47504,14.8933,9.00682,13.8684,7.78096,8.15331,11.8954,15.1848,5.96172,6.08365,11.6998,9.83635,4.31075,5.21349,9.39817,7.99731,11.1706,7.59871,6.48663,5.87311,7.8244,5.03252,15.7761,7.30116,9.64963,6.03019,9.14609,4.27082,5.69446,6.9332,20.0476,2.00919,21.0604,16.6262,5.46297,9.66973,14.1983,11.603,12.852,11.0136,6.9678,3.09929,9.40009,5.684,15.148,2.07753,6.76302,6.10808,7.24184,7.88365,3.29154,6.3721,15.7069,11.1144,6.50802,9.60289,12.0449,9.067,15.9783,10.951,16.0173,8.15427,11.0118,18.0247,11.9553,9.75769,11.4661,9.29844,7.289,8.61008
"16",1.38409,1.36206,1.06667,1.77906,1.19934,1.90021,0.91239,1.74966,0.875803,1.13356,0.387652,0.960943,1.8097,0.624446,0.227959,0.745096,0.990201,1.2658,0.975656,0.846419,1.44452,0.401165,1.32953,0.623322,0.469834,2.28437,1.76328,2.1181,0.863167,1.12325,0.386298,1.67017,0.941551,0.943102,1.38837,2.83765,1.13562,3.72937,1.62507,1.50318,0.782994,1.21619,0.903007,1.76134,0.605546,1.49876,0.730782,0.303279,0.896925,0.771789,0.751465,1.43307,1.33511,0.872377,1.13364,2.2759,1.17128,2.46778,1.29683,0.602129,1.20462,0.655928,0.580423,0.742845,1.02173,1.51883,2.00287,3.28695,3.24509,1.33443,2.9332,0.331279,1.01152,0.969782,1.89759,1.803,2.11826,2.2939,0.872813,1.12102,1.30561,1.10531,1.36132,0.90853,2.45683,1.85429,0.347226,1.23158,0.587875,1.69182,4.0578,1.41104,3.95076,0.465827,2.35428,0.687778,0.965001,1.20471,0.401481,1.17116,1.23919,0.667182,1.96143,0.399841,0.404736,1.70613,0.779661,1.22033,0.585362,1.52034,2.31311,2.08715,0.520195,1.045,0.688241,0.339184,1.42911,2.1974,1.14681,2.08694,1.51343,0.91976,0.579661,1.12136,1.04258,1.22054,1.69379,0.810254,0.79717,0.583078,0.605103,0.836687,2.24184,0.881517,0.730599,0.980601,0.546732,1.01794,1.57911,1.44082,2.0138,0.425398,3.35351,2.02984,0.831182,1.90719,2.33699,2.50956,2.32196,1.35419,0.921215,1.09567,0.88046,1.32703,1.62376,0.28536,1.54012,0.637017,2.35394,2.25487,0.981816,1.53725,1.52771,1.54204,3.88786,2.00366,1.1302,1.84092,3.16987,1.28778,2.46437,3.5319,4.38407,3.34414,2.06059,3.17409,1.5647,1.51773,0.483311,8.58246
"17",1.0887,1.1754,2.38915,1.61717,0.599083,0.538616,0.632431,0.507871,0.882156,1.31845,1.69201,0.693412,1.66964,1.20474,0.197867,1.03278,0.390363,0.467835,0.821448,1.13183,0.444137,0.830828,2.21572,0.901131,0.376089,1.49666,0.648947,1.46309,0.616164,1.00822,2.16924,0.666082,0.279552,0.385915,2.8451,3.64124,1.27791,1.27441,1.02883,0.680957,1.56085,0.798909,0.394141,1.04779,1.27584,0.553223,0.429298,0.322227,0.481944,0.399648,2.22409,0.745962,0.702295,0.570499,0.53015,2.18802,0.762548,0.942718,0.432715,0.480272,0.812547,0.288127,0.341171,0.603436,1.72337,0.764925,0.755363,2.20418,1.27278,0.777665,1.14593,0.331365,0.989089,1.44217,1.25306,0.74712,0.541907,1.312,0.900294,2.05476,0.972223,0.617764,0.664069,1.47067,0.803065,1.95226,0.165504,0.444084,0.799969,0.623935,2.58679,1.0375,2.07352,0.986714,4.19875,0.820764,0.937829,1.03093,0.957042,3.95797,1.03151,0.783104,0.926313,0.286021,0.851744,2.09847,0.375849,1.58053,0.442206,0.435142,0.606891,0.870168,1.15451,2.8206,0.411608,1.45354,0.607338,1.81862,0.686286,1.24706,1.14375,0.635635,0.197272,0.54038,0.950968,0.667544,2.12172,1.30671,0.295883,1.43156,0.643134,0.380947,3.66108,0.267367,1.42749,0.41757,0.838246,2.30958,1.01466,0.786108,2.2718,0.357353,1.73681,1.61886,1.53826,0.893154,3.12743,1.27638,1.17764,2.00322,0.818378,0.241871,1.55252,0.210625,0.332219,0.272459,1.00153,0.585665,1.06371,0.777847,1.37856,1.47135,1.06471,2.26839,1.34986,1.44092,1.11124,2.0194,0.536731,0.953345,0.993949,2.35115,4.94292,0.82399,0.896552,5.7317,1.14169,0.982292,1.34601,4.89073
"18",0.780787,1.08804,0.976564,3.11939,0.58342,0.68672,1.3154,1.11459,1.2872,1.80649,1.08064,1.11745,1.43461,0.807004,1.52969,2.20087,0.414582,0.568988,4.65094,1.33621,0.698694,0.519996,1.0374,0.401929,0.388543,0.787556,1.32537,1.28426,0.639685,2.17133,1.36705,5.22468,1.59372,0.938983,1.68157,1.42957,0.913791,0.38309,1.7764,2.77325,0.690352,3.05521,0.620043,0.279486,0.884668,1.0742,1.79406,0.264872,1.0731,1.04062,3.62841,1.55599,0.757996,1.52866,1.02997,0.740701,0.885582,1.84748,0.686858,0.356782,1.23952,0.374124,1.49729,0.491178,1.58149,0.975682,1.80621,1.84505,0.947685,1.2989,1.17418,0.379118,0.180404,0.491072,0.887604,1.81524,0.507638,2.70124,2.14847,0.620248,2.55155,0.674335,2.29081,2.74075,2.21242,1.98943,0.1834,0.795421,1.30596,3.61737,2.30966,0.889401,4.41246,0.611492,0.762888,0.319856,0.498841,2.02511,0.601303,3.39626,2.49648,0.346601,0.663748,0.85415,1.51901,1.36563,2.90592,0.903277,1.14654,4.03595,0.998795,1.54129,0.857656,0.448465,1.29504,1.16449,0.857682,1.64497,0.980422,0.58614,3.78544,2.96281,0.640379,0.957582,0.804181,1.32865,1.28171,0.518174,1.11916,1.88868,1.14664,0.890078,3.14866,1.07327,0.393974,0.971666,0.700923,0.681911,1.76919,1.07369,2.39125,0.309097,2.88692,2.17161,0.210779,1.3316,2.23828,1.88218,4.28531,1.18662,1.75185,0.420714,1.9714,0.676495,0.956446,0.285746,0.900317,1.49834,1.01791,0.112521,0.601056,0.804221,1.17406,1.42071,1.1743,2.51637,1.17915,17.6351,1.84117,4.32299,1.11412,1.95096,3.41821,4.03281,3.582,2.23411,1.05174,0.716657,1.28782,0.789112
"19",19.3411,37.5889,34.7971,27.5355,15.0797,26.2453,16.6222,38.7736,28.2505,27.7296,32.2959,37.1037,26.9357,15.4588,7.1945,23.4263,17.1289,26.2284,34.1311,42.3037,38.0561,15.7363,44.2569,12.5262,20.6675,37.4848,77.8873,57.0319,14.4484,21.4354,11.5791,25.1254,32.2233,12.4831,22.4772,41.93,30.8989,14.4257,25.0395,27.75,14.5436,32.3365,14.521,25.7577,18.5898,16.6675,19.2142,8.62412,19.7671,17.3745,17.161,33.7761,20.1671,22.2902,37.1749,58.6843,28.3007,43.1124,23.5783,19.4557,24.0405,7.83001,15.9005,36.0099,58.64,24.3422,43.3722,37.7768,50.3625,25.0636,84.1763,13.0412,19.8538,49.502,47.6312,41.8495,23.2939,51.8687,23.2258,49.641,27.8768,26.2286,23.8913,35.7884,56.3329,35.1925,5.8157,21.7474,24.5235,35.4373,34.5861,37.9907,29.6102,24.9977,26.7625,23.7595,16.6059,42.0777,19.4067,38.2549,20.1363,29.232,35.0516,13.3171,21.2382,29.9839,20.4189,16.6904,20.6287,28.176,25.834,41.7624,20.8705,47.4583,31.0522,19.4006,40.0169,60.3391,23.3177,29.7445,42.5276,36.9539,9.87716,19.2125,38.7982,29.7867,40.439,21.3461,9.13502,29.4969,30.2904,16.0552,44.9114,15.647,36.002,16.2311,23.193,23.4216,55.3261,20.4819,53.0494,9.46148,39.9816,80.6358,16.2067,46.9593,94.5995,64.4943,21.2518,59.4775,39.8931,10.0552,33.3428,8.99581,47.907,4.70507,43.1812,26.0281,27.9566,18.7136,10.6901,41.9326,43.8282,65.6957,57.1119,46.9006,59.5297,36.9418,36.3297,43.4519,61.4491,53.312,91.8142,72.6241,56.3628,57.3639,37.6548,33.5098,24.718,30.3076
"20",12.5132,45.4914,9.41407,25.7669,15.2699,45.8212,10.2815,72.7261,46.8092,4.28037,16.5451,22.1074,43.6483,18.8104,13.4739,28.3406,6.05615,51.3342,7.18123,45.2833,57.8948,16.9544,54.1385,17.0695,56.9747,48.5745,31.428,58.5034,21.2882,5.33723,9.91072,18.0934,7.8256,13.098,8.93345,22.168,21.9929,38.0421,26.6857,68.9698,9.69433,111.914,22.9191,32.513,26.0118,14.0376,23.4498,28.5726,13.6241,12.0137,16.2663,3.75864,6.42183,22.4967,40.4113,35.055,11.7707,64.2774,14.6533,8.22571,19.9496,7.30842,11.9456,20.0901,72.024,10.0572,7.22112,7.50224,95.4873,6.64377,72.6448,8.02786,92.3271,11.972,34.3719,34.0094,27.4894,23.6328,2.66324,14.6969,18.1813,12.8013,38.6095,38.2453,164.294,50.1643,5.8351,25.7884,87.6433,76.1532,26.3432,31.4535,54.5472,19.4614,83.8317,24.5079,7.58946,18.9452,27.9416,29.583,21.0674,65.6338,27.9134,7.05675,24.098,25.2728,71.6022,14.7628,3.52052,37.4091,31.3283,15.3137,21.2701,41.0898,25.9181,24.4383,8.60581,22.9204,25.482,24.3871,16.6243,16.6603,23.434,12.025,36.2874,40.9857,12.0659,75.314,5.9632,12.3464,33.6152,14.7751,61.6727,3.50288,30.6231,3.18633,2.53104,244.421,18.7384,14.4296,12.5705,3.07036,17.3167,13.878,12.5347,64.1361,89.6154,41.3659,42.1897,24.6742,13.1481,9.25474,15.372,12.7583,37.8308,3.65489,11.7803,5.32076,68.7021,14.7073,23.3723,54.4833,19.0318,23.133,40.5362,19.2153,37.9993,23.6408,83.8096,16.1056,42.5601,13.4215,31.8992,40.6733,28.7688,142.607,53.2508,9.91852,32.5487,5.58981
"21",1.76977,2.37424,1.92433,2.33787,2.45267,1.61944,1.66152,2.40128,2.53382,1.64625,2.26061,4.02853,1.78938,1.60262,1.65802,2.28996,1.91264,2.28845,2.51426,2.25587,1.75997,1.22691,2.0911,2.69081,1.94711,1.59152,5.59329,2.05978,1.46399,1.9585,1.75229,2.68565,2.24097,1.55505,2.95237,1.86959,0.942589,1.35951,1.72778,1.81294,1.611,1.30765,2.06419,1.75826,2.77323,2.24021,1.9271,1.17983,2.79821,1.23098,1.27928,1.57944,2.02001,2.6658,1.67555,3.11308,2.80282,2.31008,1.57568,1.92156,1.40423,1.55237,1.97696,2.12523,3.07203,2.26986,1.73179,1.4009,2.14092,2.75142,4.58852,2.10033,1.45649,1.93093,2.74012,2.0855,1.4647,4.11349,2.03855,2.15598,1.69911,2.30861,2.02628,1.55459,1.95393,1.49439,0.925136,2.36222,1.83698,1.34635,2.64543,1.69231,2.32454,1.62754,1.51473,2.72425,1.67008,2.8625,2.56068,1.27453,2.19272,1.03749,0.616714,1.4723,1.21902,2.97188,1.71766,2.54397,1.70983,2.59125,1.89041,2.23586,2.18426,2.70557,1.99153,2.36681,2.73936,2.58668,1.85563,1.30394,2.37871,1.87046,1.44046,1.72687,3.36869,2.15444,1.80256,0.677486,1.15539,1.14901,2.39365,1.13426,2.61966,1.20098,2.1438,1.49585,3.904,3.2972,2.22544,2.2372,3.24683,1.33276,4.15902,3.60108,1.39245,2.79623,5.79243,6.50672,2.09853,3.93495,2.97078,1.24712,4.02145,0.832909,2.03654,1.01405,2.15031,2.08068,2.05064,0.798629,2.7441,1.2415,1.52167,2.55895,1.30577,2.55283,2.92918,1.58012,3.00477,2.11662,1.7929,2.08668,1.27337,3.169,2.25634,2.14466,2.07866,2.80819,1.74899,1.99388
